session_id,target
1,5.668031604632919e-05
2,5.430914409401557e-09
3,7.699966070306164e-07
4,1.3683798239227072e-06
5,7.612389957625228e-05
6,3.3930614356607506e-05
7,0.004254926408984267
8,0.0002871974611366697
9,5.718821311259561e-07
10,0.0006174391958952825
11,0.00016358032707724764
12,2.9993640647637515e-05
13,2.391291786536688e-05
14,0.000785652379052715
15,0.0010684691352957183
16,0.0002971537266661878
17,0.0004277151022814204
18,2.631407045711754e-05
19,0.0006428330280538473
20,7.340382267555405e-08
21,0.008957500895281299
22,2.616628436532602e-08
23,0.0009062100842928621
24,1.3533547463074183e-06
25,0.004451586898047077
26,1.272076036470641e-05
27,0.00011014918605914775
28,2.1093905571333514e-07
29,0.008678797907529642
30,0.0003441844170502568
31,0.00043506187404022885
32,0.0006727804464603511
33,1.1342332023910182e-06
34,2.894928186307923e-06
35,0.0006639947833767509
36,9.044343053104865e-05
37,7.177562519357723e-10
38,1.1015521757626346e-06
39,0.00033871824381617
40,5.5832955000695424e-08
41,0.002864626140094133
42,7.094817063826045e-05
43,6.529650834820349e-05
44,6.570477915310052e-06
45,0.1502195364533389
46,0.00015399658332290693
47,5.118491367763486e-06
48,5.329724607242265e-06
49,0.0003973820294781846
50,1.1028264365954053e-05
51,1.8148831611567264e-07
52,2.9027667082932565e-05
53,0.0001494269917351009
54,0.0005527432940067347
55,0.0004999424754752476
56,3.125702408439024e-06
57,5.900944137031205e-07
58,7.183321344787173e-06
59,3.4334408485391535e-08
60,2.461954842353948e-07
61,2.214370650572693e-05
62,0.0002870600586345099
63,1.2552476575775695e-07
64,0.0011354227367098909
65,1.7430510409134856e-07
66,5.050241854431703e-06
67,0.00018789504140749258
68,0.0009717537396004654
69,0.0175753710514002
70,3.7203113945494333e-07
71,0.0012120030123248888
72,5.131998134877194e-06
73,1.3564849581697935e-05
74,1.7342008901000323e-07
75,3.128726409339011e-06
76,1.2029861049236255e-05
77,0.002981313689892864
78,0.0022930982148968632
79,3.2660406165582866e-05
80,1.2038744435940195e-05
81,1.3323168951753429e-05
82,9.956333699853355e-06
83,2.421469780338488e-09
