session_id,target
1,4.348201419735702e-05
2,5.534114918670625e-08
3,4.78196435285987e-07
4,9.691811826311947e-07
5,5.847451991003769e-05
6,2.6103577918279927e-05
7,0.0032652962216268367
8,0.00019297000746706412
9,6.4011600700873715e-06
10,0.0004764916726932124
11,0.0001341903713880751
12,2.503794789591363e-05
13,1.844298327575826e-05
14,0.010621083650495076
15,0.0008780020440488463
16,0.0002607923901601984
17,0.00040601953965606206
18,2.232700665645207e-05
19,0.0004828508546399432
20,7.59597517828383e-07
21,0.007948103662660088
22,1.6962363184174642e-07
23,0.0007596554074963029
24,0.0001074806166828524
25,0.003657348485979465
26,8.99331235627115e-06
27,8.642628945817728e-05
28,1.2907740122092942e-07
29,0.007944603330340293
30,0.00027633634340782514
31,0.006289245427256897
32,0.008599099021288076
33,1.1352632691167987e-05
34,3.2102477845681934e-06
35,0.009421070001133753
36,0.00010814804169163212
37,5.823803113887336e-09
38,8.16735899128835e-07
39,0.0002653345381162443
40,5.374313609849417e-07
41,0.0024438900726435333
42,0.00043265326104021166
43,4.8330798374672775e-05
44,4.7523808043690055e-06
45,0.15222699054477043
46,0.0001300375733189525
47,6.284407023419485e-05
48,3.8257766994032e-06
49,0.0003266445535311372
50,7.3992068275572745e-06
51,1.1579564517302133e-07
52,2.2706625820078135e-05
53,0.0018100598123419202
54,0.0004230944467535911
55,0.00038046373082583864
56,0.00024777393955525707
57,4.052023653915247e-07
58,4.265978015104241e-06
59,3.4410584239736463e-07
60,1.7886639690174732e-07
61,1.527816573309823e-05
62,0.00021184058041244448
63,1.2517857924647136e-06
64,0.0009640077246930187
65,1.8798553320526405e-06
66,3.963415165408039e-06
67,0.00014049479549144197
68,0.0008885127776293755
69,0.01619422893153209
70,3.7711254975920034e-06
71,0.0010491146100602038
72,6.25227230031536e-05
73,0.0011335868091666818
74,1.9279264782363873e-06
75,3.253914793161195e-05
76,0.00013652315130270823
77,0.002210168960314038
78,0.0020846800475718043
79,2.4783082581305434e-05
80,9.457078587109643e-06
81,8.891928362160289e-06
82,6.329812961702703e-05
83,1.9867850288745238e-08
84,0.6058878192159012
85,4.212243701809424e-05
86,1.0016756973908184e-06
87,0.004165586022923003
88,0.00011034076773483678
89,0.0007912426987835772
90,0.027744520867336742
91,1.4323541392671547e-05
92,1.2806380869571956e-07
93,0.019343855036660876
94,3.564189419850124e-06
95,0.0003999658022521823
96,1.6066345962325384e-07
97,0.0008125907197899324
98,1.6850346996924324e-05
99,6.813056643272508e-07
100,0.00032125971937764085
101,0.00011334400253014319
102,0.0008222180970083126
103,1.5619560214258643e-05
104,9.831781925258816e-05
105,0.0004264471578535389
106,3.2846220637061515e-05
107,4.8865468840877255e-05
108,1.9785121448006777e-05
109,1.402041926445768e-05
110,6.581765560196911e-07
111,0.0001485253019503451
112,8.651263783771853e-08
113,0.00024337589256545698
114,6.113184456194791e-06
115,1.227417410885406e-06
116,3.329716568599786e-07
117,0.00027268916107744425
118,0.0007580992583373728
119,3.6546409603834915e-08
120,0.0020877225659320653
121,8.723877659032767e-07
122,6.9589066788259624e-06
123,1.3897980908512896e-05
124,2.4503856587731067e-05
125,0.00325937801755054
126,2.1996620631884316e-07
127,1.1262620796600066e-07
128,0.0001120318107763397
129,0.00418661649789143
130,0.004479084503415644
131,0.0012159882749355605
132,0.001348015211955328
133,0.0026912008850142467
134,2.866110841380072e-05
135,7.539793635324683e-07
136,0.0008837899834259624
137,1.1334568640793426e-05
138,0.0020130067313626977
139,4.789241156982259e-06
140,1.1099091823828919e-05
141,2.4240173915276148e-08
142,9.153536608400821e-05
143,9.582627574913491e-05
144,0.002909782734525148
145,4.5069398654861464e-07
146,0.0006283548142414906
147,2.628554416034998e-05
148,0.0014271115027146791
149,0.00046662972979604324
150,0.006544074487511145
151,6.768653271842488e-07
152,0.016445190356900827
153,9.013019091781172e-05
154,0.0002634943561382098
155,0.0001375257549131424
156,7.067866721312545e-06
157,3.887960440124156e-05
158,0.0006037347390925437
159,3.5064365070353486e-05
160,7.419229332982412e-06
161,0.0012971154228263843
162,4.380023421084217e-05
163,0.0003301403094243819
164,0.0010215751261072198
165,7.0896095500396555e-06
166,2.2043337665425547e-05
167,0.005072267029726791
168,0.0004828840385842293
169,0.004782059278604586
170,0.00037547235443930875
171,0.0010428037188142726
172,5.94574284003601e-05
173,0.00015968298431448042
174,0.00017768819885531458
175,0.2825321074039597
176,0.0037482765596052337
177,0.013077544242532048
178,4.396563968673837e-06
179,2.328622772262854e-05
180,0.000700076956274672
181,2.7928427526627897e-05
182,0.0007628591976042644
183,2.5861723351343527e-05
184,5.0000731114972195e-05
185,0.00014066083402419812
186,0.00010157946380977933
187,3.9042612039845056e-06
188,2.0548701434199343e-07
189,0.00843846355559624
190,0.00016530025439988387
191,4.333081539063462e-05
192,2.7898424487828175e-05
193,0.001362728295421985
194,0.00019639303143720682
195,3.736552853130289e-06
196,2.2022661331329252e-06
197,0.00048464806241596764
198,0.001129021163295477
199,0.0013259024875206184
